pack,source_file,chunk_id,domain,topic,chunk_type,risk_level,free_tier_access,standard_tier_access,premium_tier_access,recommended_free_response,restriction_reason,content_preview
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m04_cbt_exercise_030,cbt_body_acceptance,mirror_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,I can see there are plenty of reasons to try it out and my boss will be pleased if I am on time for work How will I manage any distress I experience? What will I say to myself? I w
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m05_cbt_exercise_002,cbt_body_acceptance,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This Module will discuss a particular type of negative thinking, called ‘negative predictions’, which can significantly impact your confidence to socialise, date, work or study. In"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m05_cbt_exercise_009,cbt_body_acceptance,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"However, in the long term, you are unable to test out whether your predictions are actually true and so go on believing them, feeling anxious, and you are likely to continue to avo"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m05_cbt_exercise_011,cbt_body_acceptance,negative_predictions,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"A helpful way to think about this is to imagine that you are a detective - collecting evidence for and against a case, considering other possibilities, and trying to work out the m"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m05_cbt_exercise_022,cbt_body_acceptance,negative_predictions,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,On the next few pages are instructions and an example of how to do this. Following that is a blank worksheet for you to practise on. Step 1: Identify Your Negative Predictions From
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m05_cbt_exercise_025,cbt_body_acceptance,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Step 4: Identify Your Helpful Behaviours & Set Up Your Experiment This involves noting what it is you will do differently to test out your negative predictions, and see if they are"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m05_cbt_exercise_027,cbt_body_acceptance,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Which thoughts did the results support (negative predictions or realistic thoughts)? What was it like to carry the experiment out and act differently? What did you learn from the e
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m05_cbt_exercise_028,cbt_body_acceptance,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Not covering up showed me that I can go out and interact with people I don’t know that well. This shows me that what I predict will happen in situations may not be entirely true. O
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m05_cbt_exercise_033,cbt_body_acceptance,safety_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,To drop all of these safety behaviours at once might be too overwhelming so instead we recommend that you use a Stepladder to help you identify the gradual steps needed to test out
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m06_cbt_exercise_008,cbt_body_acceptance,appearance_assumptions,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"After all, you will have already tackled those appearance-related thoughts, feelings and behaviours that had been fuelling your appearance assumptions. By doing this you may have c"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m06_cbt_exercise_010,cbt_body_acceptance,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Ask yourself “What impact does this assumption have on my life?” Take a moment to record how holding this assumption has affected your thinking, feelings, and behaviours. How has i"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m06_cbt_exercise_013,cbt_body_acceptance,appearance_assumptions,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Balanced assumptions might end up being lengthier in their wording than your old appearance assumptions. This is because they are more sophisticated and less black-and-white – you 
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m06_cbt_exercise_016,cbt_body_acceptance,appearance_assumptions,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"I haven’t had any boyfriends because I worry about what they will think of me In what ways is this assumption unreasonable, unrealistic or unhelpful? When I say to myself that I ha"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m06_cbt_exercise_020,cbt_body_acceptance,understanding_bdd,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,They are designed to help us function and to keep us safe. • Unhelpful assumptions are those that are inflexible and unreasonable. • Although we may develop appearance-related assu
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m07_cbt_exercise_007,cbt_body_acceptance,appearance_preoccupation,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"How is it unreasonable, unrealistic or unhelpful? What is an alternative assumption? H I hi i i ? Let Go Appearance Re-evaluate Negative Preoccupation Predictions Practice attentio"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_m07_cbt_exercise_009,cbt_body_acceptance,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"It will take some time for the skills to feel more natural and to learn all the new rules. You will need to persist and practice to make it easier on yourself. At times, you may co"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_worksheet_001,cbt_body_acceptance,appearance_preoccupation_log,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"An appearance preoccupation log helps the user notice when appearance thoughts dominate attention. Record the situation, the appearance concern, the time spent thinking about it, t"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_worksheet_002,cbt_body_acceptance,checking_reassurance_reduction_plan,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"A checking and reassurance reduction plan helps the user gradually reduce behaviours that keep doubt active. List checking behaviours, reassurance questions, photo reviewing, mirro"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_worksheet_003,cbt_body_acceptance,appearance_assumption_test,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"An appearance assumption test examines beliefs such as 'I must look perfect to be accepted' or 'Everyone notices my flaw.' Write the assumption, the feared prediction, and the evid"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_worksheet_004,cbt_body_acceptance,avoidance_safety_behaviour_experiment,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"An avoidance and safety behaviour experiment helps the user test whether feared outcomes occur without hiding, escaping, or overpreparing. Choose a low-risk avoided situation or sa"
Body Acceptance / BDD,santum_ai_cbt_body_acceptance_vector_index_v1_EMBED_READY.json,cbt_body_acceptance_worksheet_005,cbt_body_acceptance,self_management_body_acceptance_plan,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"A body acceptance self-management plan helps the user respond early when old patterns return. Record warning signs such as increased checking, comparison, reassurance seeking, avoi"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m01_cbt_exercise_005,cbt_body_image,mirror_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Never Sometimes Often Very Often I feel very dissatisfied with one or more aspects of my appearance. Thinking about my appearance upsets me greatly. I check my appearance in the mi
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m01_cbt_exercise_008,cbt_body_image,appearance_overconcern,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Finally, you may notice that your family and friends become frustrated when you want to talk about your appearance a lot, particularly if they struggle to understand why these conc"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m01_cbt_exercise_011,cbt_body_image,body_image_cycle,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Unhealthy Exercise Do you engage in any potentially harmful behaviours in order to change your body? What do you notice happens to your body when you are using these behaviours? Fi
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m02_cbt_exercise_005,cbt_body_image,body_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Take a moment to reflect on how much you focus on your appearance throughout the day. Have you noticed that you think about your body while chatting to others, doing chores around "
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m02_cbt_exercise_007,cbt_body_image,body_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Here are just a few checking and reassurance-seeking behaviours people may engage in: • Mirror checking, including using mirrors that magnify. • Checking appearance in reflective s"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m02_cbt_exercise_008,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"How do they make you feel? Do they influence your behaviour (e.g., what you choose to wear or whether you go out)? Appearance Altering Behaviours Most people are conscious of their"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m02_cbt_exercise_009,cbt_body_image,appearance_assumptions,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This may lead them to: • Use too many cosmetic products (e.g., make up) • Follow strict facial or haircare routines • Spend lots of time changing outfits before leaving the house •"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m02_cbt_exercise_011,cbt_body_image,mirror_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"In fact it can make them worse, as you are robbing yourself of the opportunity to see whether your fears about the situation are in fact true. For example, if you avoid going to th"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_008,cbt_body_image,appearance_focused_attention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,So how do we let go of our appearance focused attention? We need to learn skills in attention training. Attention training helps you to let go of thoughts about your appearance and
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_009,cbt_body_image,appearance_focused_attention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"When you notice that your mind has wandered during these activities, be careful not to criticise yourself for this. Instead, think about each and every ‘wander’ as another opportun"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_011,cbt_body_image,appearance_focused_attention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Where on your body do you have contact with it? Are there areas of your body with more or less contact? • Sight: What do you notice about the task? How does the task appear? What a
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_012,cbt_body_image,appearance_focused_attention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Once you have completed the mundane task focusing activity, go back to the worksheet and re-rate how much of your attention was self-focused versus task-focused, and have a think a"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_013,cbt_body_image,appearance_focused_attention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Having completed the attention workout, where did I notice my attention was focused during the workout? Self-focused attention (i.e., focusing on thoughts, feelings, appearance, et"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_014,cbt_body_image,appearance_focused_attention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Once you have improved your ability to shift your attention during mundane tasks, the next step is to practice this skill in more challenging situations, like during a gym class or"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_017,cbt_body_image,self_monitoring,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"The most important aspect of postponement is actually allowing the initial thought about your appearance to come up, but then choosing not to chase the thought then and then. It do"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_018,cbt_body_image,appearance_focused_attention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"What happened to the thoughts you postponed? Did you still need to think about them later? If you were able to postpone, what happened to your concerns with your appearance? What w"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m03_cbt_exercise_020,cbt_body_image,body_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,This involves reducing the amount of time you spend thinking about your body and appearance by only setting aside a small amount of time each day where you allow yourself to focus 
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m04_cbt_exercise_005,cbt_body_image,body_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Since these behaviours often occur automatically and without us thinking about it, you may need to use the following tips to get a clearer idea of what you are doing and how often."
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m04_cbt_exercise_007,cbt_body_image,body_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Body checking is not just unhelpful; it can also be inaccurate. The images we see in mirrors, photographs or videos are simply representations of how we look and are not necessaril"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m04_cbt_exercise_010,cbt_body_image,mirror_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"You may also have noticed details that you never paid attention to before. So focusing in on aspects of your appearance can lead to a distortion in what we see, and while this can "
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m04_cbt_exercise_015,cbt_body_image,mirror_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"GOAL: Reduce how often I look at my stomach in the mirror from 15 times per day to 3 times per day for less than 10 seconds each time. STEPS 5 Reduce to 3 times per day, 10 seconds"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_002,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"As discussed in Module 2, while appearance altering behaviours aren’t necessarily a problem, they can become unhelpful if they keep you overly focused on your appearance, or if the"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_005,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Does this come as a surprise? Do you spend more time than you thought? What are the consequences of spending this amount of time altering your appearance? How does it impact on you
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_006,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This typically occurs when exercising repeatedly to the point of exhaustion, or exercising even when injured or unwell. See CCI handout ‘Unhealthy Exercise’ for further information"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_007,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Financial Weight loss programs, cosmetic products, supplements and/or exercise regimens are expensive to maintain and, even after spending a lot of money, people often find that th"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_013,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"What is the impact of reducing or stopping this behaviour (e.g., on your finances, health, mood, how preoccupied you were with your appearance)? Experimenting With Changing Your Be"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_015,cbt_body_image,appearance_focused_attention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"What are you afraid will happen? If I spend 30 minutes applying make-up instead of my usual 2 hour routine, I will look noticeably worse and my colleagues will make negative commen"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_016,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,I will spend 30 minutes doing my make-up before I leave for work for the next two days. Step 7: Evaluate the results. I spoke to 15 colleagues over the two days and sat in a meetin
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_017,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,I plan to stick to spending only 30 minutes doing my make-up and will remind myself of this experiment to keep me on track. Now it’s your turn to conduct a behavioural experiment t
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_018,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,How much do I believe my original prediction (0-100%) How much do I believe the alternative prediction (0-100%) Step 9: How will I use this new information going forward? How will 
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_019,cbt_body_image,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"If an experiment seems to confirm that your initial prediction is correct (e.g., someone does make a very negative comment about your appearance), ask yourself if other reasons cou"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_020,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Finally, if you find that a particular person or group of people overvalue appearance and do indeed make lots of negative comments about your appearance, the experiment will still "
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m05_cbt_exercise_021,cbt_body_image,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This can reinforce the importance that appearance has in determining how you feel about yourself. • You can reduce unhelpful appearance altering behaviours by stopping immediately,"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m06_cbt_exercise_002,cbt_body_image,mirror_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Soon enough, avoidance behaviours can start to have a negative impact on quality of life, and also keep appearance concerns going. Your Avoidance & Safety Behaviours Take a moment "
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m07_cbt_exercise_007,cbt_body_image,relapse_prevention,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"With this in mind, choose 5 values that you would like to dedicate more time towards, and list these in order of importance. Let’s think about how you can act more in line with the"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m07_cbt_exercise_008,cbt_body_image,overvaluing_appearance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Is it a major factor in determining how much you like them? Or are other qualities more important? How does this compare with the importance you place on your own appearance? Take 
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m07_cbt_exercise_012,cbt_body_image,overvaluing_appearance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Whether it’s running to catch the bus, staying up late and talking on the phone for hours, letting you stay on your feet all day at work, bending down to give your kid a hug, or du"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m07_cbt_exercise_013,cbt_body_image,appearance_altering_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,What exercise are you doing at the moment? Would it be helpful to include more movement into your week? It is very important to choose a form of exercise that you enjoy rather than
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m07_cbt_exercise_018,cbt_body_image,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"You can reduce unhelpful appearance altering behaviours using a stepladder approach, or by using behavioural experiments to test out whether your predictions about reducing your be"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m07_cbt_exercise_019,cbt_body_image,overvaluing_appearance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Step 5: Addressing overvaluing appearance The more you overvalue appearance, the more it can take away from your ability to live in line with other values you hold. To combat this,"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m07_cbt_exercise_020,cbt_body_image,overvaluing_appearance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"We hope that the information and strategies shared have been helpful in facilitating meaningful change. Remember, the goal of these modules is to help you live an enjoyable and mea"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_m07_cbt_exercise_021,cbt_body_image,body_checking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Module Summary • To reduce overconcern with appearance, it is important to work on: - Letting go of preoccupation with your appearance. - Reducing unhelpful checking and reassuranc"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_worksheet_001,cbt_body_image,appearance_attention_log,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"An appearance attention log helps the user notice when attention becomes stuck on looks. Record the situation, what the user was doing, where attention went, and how strongly appea"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_worksheet_002,cbt_body_image,checking_reassurance_log,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"A checking and reassurance log tracks behaviours such as mirror checking, comparing, asking others for reassurance, taking repeated photos, or scanning perceived flaws. Record the "
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_worksheet_003,cbt_body_image,appearance_safety_behaviour_experiment,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"An appearance safety behaviour experiment tests whether coping depends on behaviours used to hide, fix, or prevent judgment. The user chooses one low-risk behaviour to reduce, such"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_worksheet_004,cbt_body_image,self_worth_balance_map,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"A self-worth balance map helps reduce overreliance on appearance as the main source of value. The user lists areas that can contribute to identity, such as relationships, effort, l"
Body Image / Caring Less About Your Looks,santum_ai_cbt_body_image_vector_index_v1_EMBED_READY.json,cbt_body_image_worksheet_005,cbt_body_image,setback_management_plan,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"A body image setback plan helps the user respond early when old patterns return. Record warning signs such as increased checking, reassurance seeking, avoiding photos, comparing, o"
Depression / Back from the Bluez,santum_ai_cbt_depression_vector_index_v1_EMBED_READY.json,cbt_depression_m01_cbt_exercise_002,cbt_depression,depression_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Depression can affect any kind of person at any stage of their life. You may be an introvert or an extrovert, socially active or shy, youthful or elderly, male or female, wealthy o"
Depression / Back from the Bluez,santum_ai_cbt_depression_vector_index_v1_EMBED_READY.json,cbt_depression_m01_cbt_exercise_009,cbt_depression,activity_scheduling,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Medication treatment can be effective in treating these conditions. Brain Chemicals (Neurotransmitters) Nerve cells in the brain communicate to each other by specific chemical subs
Depression / Back from the Bluez,santum_ai_cbt_depression_vector_index_v1_EMBED_READY.json,cbt_depression_m02_cbt_exercise_001,cbt_depression,activity_scheduling,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Back from the Behavioural Strategies for Managing Depression Behavioural Activation: Fun and Achievement 2 Fun Activities Catalogue 4 Behavioural Activation Worksheet 8 Weekly Acti
Depression / Back from the Bluez,santum_ai_cbt_depression_vector_index_v1_EMBED_READY.json,cbt_depression_m02_cbt_exercise_003,cbt_depression,activity_scheduling,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Increasing Your Activity Level One way to combat depression is to simply increase your activity level, especially in pleasurable activities – having fun – and tackling your list of"
Depression / Back from the Bluez,santum_ai_cbt_depression_vector_index_v1_EMBED_READY.json,cbt_depression_m02_cbt_exercise_004,cbt_depression,activity_scheduling,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Usually, when you are physically tired, you need rest. However, when you are depressed, the opposite is true. Sleeping more and sitting around doing nothing will only cause you to "
Depression / Back from the Bluez,santum_ai_cbt_depression_vector_index_v1_EMBED_READY.json,cbt_depression_m02_cbt_exercise_006,cbt_depression,activity_scheduling,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Doing these things can help you feel more in control of your life (e.g., paying off your debts) and give you satisfaction that you have started doing something (e.g., catching up o"
Depression / Back from the Bluez,santum_ai_cbt_depression_vector_index_v1_EMBED_READY.json,cbt_depression_m02_cbt_exercise_018,cbt_depression,pleasure_mastery,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Pampering myself at home (e.g. putting on a 193. Meeting new people face mask) 194. Doing 5 minutes of calm deep breathing 240. Watching my children play 195. Going to a community 
